index,date,weekly_c,weekly_cp,cumulative_c,cumulative_cp
344,200308,5,5,5,5
344,200309,5,5,5,5
413,200309,5,5,5,5
1091,200309,5,5,5,5
1135,200309,5,5,5,5
1198,200309,5,5,5,5
1258,200309,5,5,5,5
344,200310,5,5,5,5
413,200310,5,5,5,5
718,200310,5,5,5,5
1091,200310,5,5,5,5
1135,200310,5,5,5,5
1197,200310,5,5,5,5
1198,200310,5,5,5,5
1258,200310,5,5,5,5
344,200311,5,5,5,5
413,200311,5,5,5,5
610,200311,5,5,5,5
718,200311,5,5,5,5
1045,200311,5,5,5,5
1067,200311,5,5,5,5
1090,200311,5,5,5,5
1091,200311,5,5,5,5
1135,200311,5,5,5,5
1156,200311,5,5,5,5
1157,200311,5,5,5,5
1178,200311,5,5,5,5
1197,200311,5,5,5,5
1198,200311,5,5,5,5
1258,200311,5,5,5,5
1294,200311,5,5,5,5
1363,200311,5,5,5,5
253,200312,5,5,5,5
254,200312,5,5,5,5
344,200312,5,5,5,5
413,200312,5,5,5,5
523,200312,5,5,5,5
610,200312,5,5,5,5
718,200312,5,5,5,5
818,200312,5,5,5,5
1005,200312,5,5,5,5
1045,200312,5,5,5,5
1067,200312,5,5,5,5
1090,200312,5,5,5,5
1091,200312,5,5,5,5
1112,200312,5,5,5,5
1135,200312,5,5,5,5
1156,200312,5,5,5,5
1157,200312,5,5,5,5
1175,200312,5,5,5,5
1178,200312,5,5,5,5
1197,200312,5,5,5,5
1198,200312,5,5,5,5
1215,200312,5,5,5,5
1216,200312,5,5,5,5
1258,200312,5,5,5,5
1282,200312,5,5,5,5
1283,200312,5,5,5,5
1294,200312,5,5,5,5
1363,200312,5,5,5,5
181,200313,5,5,5,5
253,200313,5,5,5,5
254,200313,5,5,5,5
277,200313,5,5,5,5
299,200313,5,5,5,5
344,200313,5,5,5,5
413,200313,5,5,5,5
523,200313,5,5,5,5
610,200313,5,5,5,5
680,200313,5,5,5,5
718,200313,5,5,5,5
720,200313,5,5,5,5
818,200313,5,5,5,5
1005,200313,5,5,5,5
1045,200313,5,5,5,5
1067,200313,5,5,5,5
1090,200313,5,5,5,5
1091,200313,5,5,5,5
1112,200313,5,5,5,5
1115,200313,5,5,5,5
1135,200313,5,5,5,5
1156,200313,5,5,5,5
1157,200313,5,5,5,5
1175,200313,5,5,5,5
1178,200313,5,5,5,5
1194,200313,5,5,5,5
1197,200313,5,5,5,5
1198,200313,5,5,5,5
1215,200313,5,5,5,5
1216,200313,5,5,5,5
1229,200313,5,5,5,5
1231,200313,5,5,5,5
1232,200313,5,5,5,5
1244,200313,5,5,5,5
1245,200313,5,5,5,5
1258,200313,5,5,5,5
1271,200313,5,5,5,5
1282,200313,5,5,5,5
1283,200313,5,5,5,5
1294,200313,5,5,5,5
1295,200313,5,5,5,5
1306,200313,5,5,5,5
1307,200313,5,5,5,5
1308,200313,5,5,5,5
1363,200313,5,5,5,5
644,200313,,5,,5
181,200314,5,5,5,5
253,200314,5,5,5,5
254,200314,5,5,5,5
277,200314,5,5,5,5
299,200314,5,5,5,5
344,200314,5,5,5,5
374,200314,5,5,5,5
413,200314,5,5,5,5
523,200314,5,5,5,5
610,200314,5,5,5,5
680,200314,5,5,5,5
718,200314,5,5,5,5
720,200314,5,5,5,5
818,200314,5,5,5,5
1005,200314,5,5,5,5
1045,200314,5,5,5,5
1067,200314,5,5,5,5
1090,200314,5,5,5,5
1091,200314,5,5,5,5
1112,200314,5,5,5,5
1115,200314,5,5,5,5
1135,200314,5,5,5,5
1156,200314,5,5,5,5
1157,200314,5,5,5,5
1175,200314,5,5,5,5
1178,200314,5,5,5,5
1194,200314,5,5,5,5
1197,200314,5,5,5,5
1198,200314,5,5,5,5
1215,200314,5,5,5,5
1216,200314,5,5,5,5
1229,200314,5,5,5,5
1231,200314,5,5,5,5
1232,200314,5,5,5,5
1243,200314,5,5,5,5
1244,200314,5,5,5,5
1245,200314,5,5,5,5
1257,200314,5,5,5,5
1258,200314,5,5,5,5
1270,200314,5,5,5,5
1271,200314,5,5,5,5
1273,200314,5,5,5,5
1282,200314,6,6,6,6
1283,200314,5,5,5,5
1294,200314,5,5,5,5
1295,200314,5,5,5,5
1306,200314,5,5,5,5
1307,200314,5,5,5,5
1308,200314,5,5,5,5
1363,200314,5,5,5,5
644,200314,,5,,5
127,200315,5,5,5,5
181,200315,5,5,5,5
253,200315,5,5,5,5
254,200315,5,5,5,5
277,200315,5,5,5,5
295,200315,5,5,5,5
299,200315,5,5,5,5
344,200315,,,5,5
374,200315,5,5,5,5
413,200315,5,5,5,5
523,200315,5,5,5,5
610,200315,5,5,5,5
680,200315,5,5,5,5
718,200315,5,5,5,5
720,200315,5,5,5,5
770,200315,5,5,5,5
818,200315,5,5,5,5
1005,200315,5,5,5,5
1045,200315,5,5,5,5
1067,200315,5,5,5,5
1090,200315,5,5,5,5
1091,200315,5,5,5,5
1112,200315,5,5,5,5
1115,200315,5,5,5,5
1135,200315,5,5,5,5
1156,200315,5,5,5,5
1157,200315,5,5,5,5
1175,200315,5,5,5,5
1178,200315,5,5,5,5
1194,200315,5,5,5,5
1197,200315,5,5,5,5
1198,200315,5,5,5,5
1213,200315,5,5,5,5
1215,200315,5,5,5,5
1216,200315,5,5,5,5
1229,200315,5,5,5,5
1230,200315,5,5,5,5
1231,200315,5,5,5,5
1232,200315,5,5,5,5
1243,200315,5,5,5,5
1244,200315,7,7,7,7
1245,200315,5,5,5,5
1257,200315,5,5,5,5
1258,200315,5,5,5,5
1270,200315,5,5,5,5
1271,200315,5,5,5,5
1272,200315,5,5,5,5
1273,200315,5,5,5,5
1282,200315,6,6,6,6
1283,200315,5,5,5,5
1284,200315,5,5,5,5
1294,200315,8,8,8,8
1295,200315,5,5,5,5
1297,200315,5,5,5,5
1306,200315,5,5,5,5
1307,200315,5,5,5,5
1308,200315,5,5,5,5
1328,200315,5,5,5,5
1355,200315,5,5,5,5
1363,200315,5,5,5,5
644,200315,,5,,5
1242,200315,,5,,5
51,200316,5,5,5,5
127,200316,5,5,5,5
181,200316,5,5,5,5
253,200316,5,5,5,5
254,200316,5,5,5,5
277,200316,5,5,5,5
295,200316,5,5,5,5
299,200316,5,5,5,5
344,200316,,,5,5
358,200316,5,5,5,5
366,200316,5,5,5,5
374,200316,5,5,5,5
413,200316,,5,5,5
470,200316,5,5,5,5
504,200316,5,5,5,5
523,200316,5,5,5,5
608,200316,5,5,5,5
610,200316,5,5,5,5
680,200316,5,5,5,5
718,200316,5,5,5,5
720,200316,5,5,5,5
770,200316,5,5,5,5
818,200316,5,5,5,5
1005,200316,5,5,5,5
1045,200316,5,5,5,5
1067,200316,7,7,7,7
1090,200316,5,5,5,5
1091,200316,5,5,5,5
1112,200316,5,5,5,5
1115,200316,5,5,5,5
1135,200316,5,5,5,5
1156,200316,5,5,5,5
1157,200316,5,5,5,5
1175,200316,5,5,5,5
1178,200316,5,5,5,5
1194,200316,5,5,5,5
1195,200316,5,5,5,5
1196,200316,5,5,5,5
1197,200316,5,5,5,5
1198,200316,5,5,5,5
1213,200316,5,5,5,5
1215,200316,5,5,5,5
1216,200316,8,8,8,8
1229,200316,5,5,5,5
1230,200316,5,5,5,5
1231,200316,5,5,5,5
1232,200316,5,5,5,5
1234,200316,5,5,5,5
1242,200316,5,5,5,5
1243,200316,5,5,5,5
1244,200316,10,10,10,10
1245,200316,5,5,5,5
1256,200316,5,5,5,5
1257,200316,5,5,5,5
1258,200316,5,5,5,5
1270,200316,5,5,5,5
1271,200316,6,6,6,6
1272,200316,5,5,5,5
1273,200316,5,5,5,5
1274,200316,5,5,5,5
1282,200316,8,8,8,8
1283,200316,8,8,8,8
1284,200316,5,5,5,5
1294,200316,14,14,14,14
1295,200316,6,6,6,6
1297,200316,5,5,5,5
1305,200316,5,5,5,5
1306,200316,5,5,5,5
1307,200316,5,5,5,5
1308,200316,5,5,5,5
1318,200316,5,5,5,5
1328,200316,5,5,5,5
1355,200316,5,5,5,5
1363,200316,5,5,5,5
1364,200316,5,5,5,5
644,200316,,5,,5
1177,200316,,5,,5
51,200317,5,5,5,5
127,200317,5,5,5,5
181,200317,5,5,5,5
253,200317,5,5,5,5
254,200317,5,5,5,5
277,200317,5,5,5,5
288,200317,5,5,5,5
295,200317,5,5,5,5
299,200317,5,5,5,5
344,200317,,,5,5
358,200317,5,5,5,5
366,200317,5,5,5,5
374,200317,5,5,5,5
413,200317,,5,5,5
435,200317,5,5,5,5
470,200317,5,5,5,5
504,200317,5,5,5,5
523,200317,5,5,5,5
608,200317,5,5,5,5
610,200317,5,5,5,5
680,200317,5,5,5,5
691,200317,5,5,5,5
718,200317,5,5,5,5
719,200317,5,5,5,5
720,200317,5,5,5,5
770,200317,5,5,5,5
803,200317,5,5,5,5
818,200317,5,5,5,5
880,200317,5,5,5,5
995,200317,5,5,5,5
1005,200317,5,5,5,5
1026,200317,5,5,5,5
1045,200317,6,7,6,7
1047,200317,5,5,5,5
1067,200317,10,10,10,10
1072,200317,5,5,5,5
1090,200317,5,5,5,5
1091,200317,5,5,5,5
1112,200317,5,5,5,5
1115,200317,5,5,5,5
1134,200317,5,5,5,5
1135,200317,,,5,5
1156,200317,5,5,5,5
1157,200317,5,5,5,5
1175,200317,5,5,5,5
1178,200317,5,5,5,5
1194,200317,5,5,5,5
1195,200317,5,5,5,5
1196,200317,5,5,5,5
1197,200317,5,5,5,6
1198,200317,6,6,7,7
1213,200317,5,5,5,5
1215,200317,5,5,5,5
1216,200317,12,12,12,12
1217,200317,5,5,5,5
1220,200317,5,5,5,5
1228,200317,5,5,5,5
1229,200317,5,5,5,5
1230,200317,7,7,7,7
1231,200317,15,16,15,16
1232,200317,5,5,5,5
1234,200317,5,5,5,5
1242,200317,5,6,5,6
1243,200317,5,6,5,6
1244,200317,19,19,19,19
1245,200317,5,5,5,5
1256,200317,5,5,5,5
1257,200317,9,9,9,9
1258,200317,5,5,5,5
1259,200317,5,5,5,5
1270,200317,5,5,5,5
1271,200317,9,9,9,9
1272,200317,5,5,5,5
1273,200317,5,5,5,5
1274,200317,5,5,5,5
1282,200317,10,10,10,10
1283,200317,10,10,10,10
1284,200317,5,5,5,5
1294,200317,19,19,19,19
1295,200317,11,11,11,11
1297,200317,5,5,5,5
1305,200317,5,5,5,5
1306,200317,6,6,6,6
1307,200317,5,5,5,5
1308,200317,5,5,5,5
1318,200317,5,5,5,5
1328,200317,5,5,5,5
1349,200317,5,5,5,5
1355,200317,5,5,5,5
1363,200317,5,5,5,5
1364,200317,5,5,5,5
644,200317,,5,,5
855,200317,,5,,5
1176,200317,,5,,5
1177,200317,,5,,5
1317,200317,,5,,5
1365,200317,,5,,5
45,200318,5,5,5,5
48,200318,5,5,5,5
51,200318,5,5,5,5
72,200318,5,5,5,5
110,200318,5,5,5,5
127,200318,5,5,5,5
129,200318,5,5,5,5
168,200318,5,5,5,5
181,200318,5,5,5,5
253,200318,5,5,5,5
254,200318,5,5,5,5
277,200318,5,5,5,5
288,200318,5,5,5,5
295,200318,5,5,5,5
299,200318,5,5,5,5
321,200318,5,5,5,5
322,200318,5,5,5,5
344,200318,,,5,5
358,200318,5,5,5,5
366,200318,5,5,5,5
374,200318,5,5,5,5
413,200318,,5,5,5
435,200318,5,5,5,5
470,200318,5,5,5,5
504,200318,5,5,5,5
513,200318,5,5,5,5
523,200318,5,5,5,5
608,200318,5,5,5,5
610,200318,,,5,5
653,200318,5,5,5,5
668,200318,5,5,5,5
680,200318,5,5,5,5
691,200318,5,5,5,5
706,200318,5,5,5,5
717,200318,5,5,5,5
718,200318,5,5,5,5
719,200318,5,5,5,5
720,200318,5,5,5,5
770,200318,5,5,5,5
797,200318,5,5,5,5
803,200318,5,5,5,5
818,200318,5,5,5,5
880,200318,5,5,5,5
977,200318,5,5,5,5
980,200318,5,5,5,5
995,200318,5,5,5,5
1005,200318,5,5,5,5
1026,200318,5,5,5,5
1045,200318,6,7,7,8
1047,200318,5,5,5,5
1067,200318,12,12,13,13
1072,200318,5,5,5,5
1090,200318,5,5,5,5
1091,200318,5,5,5,5
1112,200318,5,5,5,5
1115,200318,5,5,5,5
1134,200318,5,5,5,5
1135,200318,5,5,5,5
1155,200318,5,5,5,5
1156,200318,5,5,5,5
1157,200318,5,5,5,5
1175,200318,5,5,5,5
1177,200318,5,8,5,8
1178,200318,8,9,9,10
1179,200318,5,5,5,5
1194,200318,5,5,5,5
1195,200318,5,5,5,5
1196,200318,5,5,5,5
1197,200318,5,5,5,6
1198,200318,11,11,12,12
1199,200318,5,5,5,5
1213,200318,5,5,5,5
1215,200318,5,5,5,5
1216,200318,21,21,21,21
1217,200318,5,5,5,5
1218,200318,5,5,5,5
1220,200318,5,5,5,5
1228,200318,5,5,5,5
1229,200318,5,6,5,6
1230,200318,15,15,15,15
1231,200318,23,24,23,24
1232,200318,5,5,5,5
1233,200318,5,5,5,5
1234,200318,5,5,5,5
1242,200318,6,8,6,8
1243,200318,6,7,6,7
1244,200318,50,50,50,50
1245,200318,7,7,7,7
1246,200318,5,5,5,5
1256,200318,5,5,5,5
1257,200318,25,25,25,25
1258,200318,8,8,9,9
1259,200318,5,5,5,5
1270,200318,5,5,5,5
1271,200318,17,18,17,18
1272,200318,6,6,6,6
1273,200318,5,5,5,5
1274,200318,5,5,5,5
1282,200318,21,21,21,21
1283,200318,20,20,20,20
1284,200318,5,5,5,5
1285,200318,5,5,5,5
1294,200318,37,37,38,38
1295,200318,16,16,16,16
1296,200318,5,5,5,5
1297,200318,5,5,5,5
1305,200318,5,5,5,5
1306,200318,10,10,10,10
1307,200318,5,5,5,5
1308,200318,5,5,5,5
1318,200318,5,5,5,5
1319,200318,5,5,5,5
1328,200318,5,5,5,5
1329,200318,5,5,5,5
1349,200318,5,5,5,5
1355,200318,5,5,5,5
1363,200318,5,5,5,5
1364,200318,5,5,5,5
1719,200318,5,5,5,5
55,200318,,5,,5
56,200318,,5,,5
644,200318,,5,,5
855,200318,,5,,5
1176,200318,,5,,5
1317,200318,,5,,5
1365,200318,,5,,5
32,200319,5,5,5,5
45,200319,5,5,5,5
48,200319,5,5,5,5
51,200319,5,5,5,5
58,200319,5,5,5,5
72,200319,5,5,5,5
82,200319,5,5,5,5
110,200319,5,5,5,5
127,200319,5,5,5,5
129,200319,5,5,5,5
168,200319,5,5,5,5
181,200319,5,5,5,5
253,200319,,,5,5
254,200319,,,5,5
277,200319,5,5,5,5
288,200319,5,5,5,5
295,200319,5,5,5,5
299,200319,5,5,5,5
311,200319,5,5,5,5
321,200319,5,5,5,5
322,200319,5,5,5,5
333,200319,5,5,5,5
344,200319,5,5,5,5
358,200319,5,5,5,5
366,200319,5,5,5,5
374,200319,5,5,5,5
413,200319,,5,5,5
435,200319,5,5,5,5
470,200319,5,5,5,5
479,200319,5,5,5,5
504,200319,5,5,5,5
513,200319,5,5,5,5
523,200319,,,5,5
608,200319,5,5,5,5
610,200319,,,5,5
629,200319,5,5,5,5
653,200319,5,5,5,5
668,200319,5,5,5,5
676,200319,5,5,5,5
680,200319,5,5,5,5
691,200319,5,5,5,5
706,200319,5,5,5,5
717,200319,5,5,5,5
718,200319,5,5,5,5
719,200319,5,5,5,5
720,200319,5,5,5,5
745,200319,5,5,5,5
766,200319,5,5,5,5
770,200319,5,5,5,5
797,200319,5,5,5,5
803,200319,5,5,5,5
818,200319,,,5,5
879,200319,5,5,5,5
880,200319,5,5,5,5
954,200319,5,5,5,5
977,200319,5,5,5,5
980,200319,5,5,5,5
995,200319,5,5,5,5
1002,200319,5,5,5,5
1005,200319,,,5,5
1026,200319,5,5,5,5
1045,200319,6,7,7,8
1047,200319,5,5,5,5
1067,200319,12,12,14,14
1072,200319,5,5,5,5
1088,200319,5,5,5,5
1090,200319,8,8,9,9
1091,200319,5,5,6,6
1112,200319,6,6,7,7
1115,200319,5,5,5,5
1117,200319,5,5,5,5
1134,200319,5,5,5,5
1135,200319,5,5,5,5
1155,200319,5,5,5,5
1156,200319,5,5,5,5
1157,200319,5,5,7,7
1175,200319,,,5,5
1176,200319,5,5,5,5
1177,200319,5,8,5,8
1178,200319,10,11,11,12
1179,200319,5,5,5,5
1194,200319,5,5,5,5
1195,200319,5,5,5,5
1196,200319,5,5,5,5
1197,200319,7,9,8,10
1198,200319,19,19,20,20
1199,200319,5,5,5,5
1213,200319,5,5,5,5
1214,200319,5,5,5,5
1215,200319,5,5,6,6
1216,200319,25,25,28,28
1217,200319,6,6,6,6
1218,200319,5,5,5,5
1220,200319,5,5,5,5
1222,200319,5,5,5,5
1228,200319,5,5,5,5
1229,200319,5,6,5,6
1230,200319,24,24,24,24
1231,200319,37,38,37,38
1232,200319,5,5,5,5
1233,200319,5,5,5,5
1234,200319,5,5,5,5
1242,200319,6,8,6,8
1243,200319,10,12,10,12
1244,200319,95,96,95,96
1245,200319,11,11,11,11
1246,200319,5,5,5,5
1256,200319,5,5,5,5
1257,200319,47,47,47,47
1258,200319,12,12,14,14
1259,200319,5,5,5,5
1270,200319,5,5,5,5
1271,200319,29,30,29,30
1272,200319,8,8,8,8
1273,200319,5,5,5,5
1274,200319,5,5,5,5
1282,200319,37,37,41,41
1283,200319,28,28,29,29
1284,200319,8,8,8,8
1285,200319,5,5,5,5
1294,200319,61,61,62,62
1295,200319,17,17,17,17
1296,200319,5,5,5,5
1297,200319,5,5,5,5
1305,200319,5,5,5,5
1306,200319,13,13,13,13
1307,200319,5,5,5,5
1308,200319,5,5,5,5
1318,200319,7,7,7,7
1319,200319,5,5,5,5
1328,200319,5,5,5,5
1329,200319,5,5,5,5
1349,200319,5,5,5,5
1355,200319,5,5,5,5
1363,200319,5,5,5,5
1364,200319,5,5,5,5
1719,200319,5,5,5,5
1964,200319,5,5,5,5
55,200319,,5,,5
56,200319,,5,,5
644,200319,,5,,5
855,200319,,5,,5
1317,200319,,5,,5
1365,200319,,5,,5
32,200320,5,5,5,5
45,200320,5,5,5,5
48,200320,5,5,5,5
51,200320,5,5,5,5
56,200320,5,5,5,5
58,200320,5,5,5,5
72,200320,5,5,5,5
79,200320,5,5,5,5
82,200320,5,5,5,5
109,200320,5,5,5,5
110,200320,5,5,5,5
127,200320,5,5,5,5
129,200320,5,5,5,5
148,200320,5,5,5,5
149,200320,5,5,5,5
168,200320,5,5,5,5
169,200320,5,5,5,5
181,200320,,,5,5
211,200320,5,5,5,5
232,200320,5,5,5,5
253,200320,,,5,5
254,200320,,,5,5
276,200320,5,5,5,5
277,200320,5,5,5,5
288,200320,5,5,5,5
295,200320,5,5,5,5
299,200320,5,5,5,5
311,200320,5,5,5,5
321,200320,5,5,5,5
322,200320,5,5,5,5
333,200320,5,5,5,5
342,200320,5,5,5,5
344,200320,5,5,5,5
358,200320,5,5,5,5
366,200320,5,5,5,5
374,200320,5,5,5,5
413,200320,,,5,5
431,200320,5,5,5,5
435,200320,5,5,5,5
470,200320,5,5,5,5
479,200320,5,5,5,5
504,200320,5,5,5,5
513,200320,5,5,5,5
523,200320,,,5,5
608,200320,5,5,5,5
610,200320,,,5,5
629,200320,5,5,5,5
653,200320,5,5,5,5
668,200320,5,5,5,5
676,200320,5,5,5,5
680,200320,5,5,5,5
691,200320,5,5,5,5
706,200320,5,5,5,5
717,200320,5,5,5,5
718,200320,5,5,5,5
719,200320,5,5,5,5
720,200320,5,5,5,5
744,200320,5,5,5,5
745,200320,5,5,5,5
766,200320,5,5,5,5
770,200320,5,5,5,5
772,200320,5,5,5,5
797,200320,5,5,5,5
803,200320,5,5,5,5
818,200320,,,5,5
831,200320,5,5,5,5
879,200320,5,5,5,5
880,200320,5,5,5,5
954,200320,5,5,5,5
977,200320,5,5,5,5
980,200320,5,5,5,5
995,200320,5,5,5,5
1002,200320,5,5,5,5
1005,200320,,,5,5
1023,200320,5,5,5,5
1026,200320,5,5,5,5
1027,200320,5,5,5,5
1045,200320,5,5,7,8
1047,200320,5,5,5,5
1048,200320,5,5,5,5
1067,200320,12,12,16,16
1069,200320,5,5,5,5
1072,200320,9,9,9,9
1074,200320,5,5,5,5
1088,200320,5,5,5,5
1090,200320,9,9,10,10
1091,200320,5,5,6,6
1094,200320,5,5,5,5
1112,200320,6,6,8,8
1114,200320,5,5,5,5
1115,200320,5,5,5,5
1117,200320,5,5,5,5
1134,200320,5,5,5,5
1135,200320,5,5,5,5
1138,200320,5,5,5,5
1155,200320,5,5,5,5
1156,200320,5,5,5,5
1157,200320,5,5,8,8
1158,200320,5,5,5,5
1175,200320,,,5,5
1176,200320,5,5,5,5
1177,200320,6,11,6,11
1178,200320,16,17,17,18
1179,200320,5,5,5,5
1180,200320,5,5,5,5
1194,200320,5,5,5,5
1195,200320,5,5,5,5
1196,200320,5,5,5,5
1197,200320,8,10,10,12
1198,200320,37,37,38,38
1199,200320,5,5,5,5
1213,200320,5,5,5,5
1214,200320,5,5,5,5
1215,200320,13,13,14,14
1216,200320,43,43,47,47
1217,200320,9,9,9,9
1218,200320,5,5,5,5
1220,200320,5,5,5,5
1222,200320,5,5,5,5
1228,200320,5,5,5,5
1229,200320,5,8,5,9
1230,200320,49,49,49,49
1231,200320,44,44,47,48
1232,200320,5,5,5,5
1233,200320,5,5,5,5
1234,200320,5,5,5,5
1242,200320,6,11,6,11
1243,200320,14,16,14,16
1244,200320,137,138,138,139
1245,200320,16,16,17,17
1246,200320,5,5,5,5
1256,200320,5,6,5,6
1257,200320,63,63,63,63
1258,200320,18,18,21,21
1259,200320,5,5,5,5
1270,200320,5,5,5,5
1271,200320,45,46,47,48
1272,200320,11,11,11,11
1273,200320,5,5,5,5
1274,200320,5,5,5,5
1282,200320,56,56,61,61
1283,200320,33,33,36,36
1284,200320,9,9,9,9
1285,200320,5,5,5,5
1294,200320,101,101,103,103
1295,200320,20,20,22,22
1296,200320,5,5,5,5
1297,200320,5,5,5,5
1305,200320,6,6,6,6
1306,200320,14,14,15,15
1307,200320,5,5,6,6
1308,200320,5,5,5,5
1318,200320,7,7,7,7
1319,200320,5,5,5,5
1328,200320,5,5,5,5
1329,200320,5,5,5,5
1349,200320,5,5,5,5
1351,200320,5,5,5,5
1355,200320,5,5,5,5
1359,200320,5,5,5,5
1363,200320,5,5,5,5
1364,200320,5,5,5,5
1675,200320,5,5,5,5
1719,200320,5,5,5,5
1964,200320,5,5,5,5
55,200320,,5,,5
617,200320,,5,,5
644,200320,,,,5
855,200320,,5,,5
1317,200320,,5,,5
1365,200320,,5,,5
32,200321,5,5,5,5
45,200321,5,5,5,5
48,200321,5,5,5,5
51,200321,5,5,5,5
56,200321,5,5,5,5
58,200321,5,5,5,5
72,200321,5,5,5,5
79,200321,5,5,5,5
82,200321,5,5,5,5
90,200321,5,5,5,5
109,200321,5,5,5,5
110,200321,5,5,5,5
127,200321,5,5,5,5
129,200321,5,5,5,5
147,200321,5,5,5,5
148,200321,5,5,5,5
149,200321,5,5,5,5
168,200321,5,5,5,5
169,200321,5,5,5,5
181,200321,,,5,5
211,200321,5,5,5,5
232,200321,5,5,5,5
250,200321,5,5,5,5
253,200321,,,5,5
254,200321,,,5,5
272,200321,5,5,5,5
276,200321,5,5,5,5
277,200321,5,5,5,5
288,200321,5,5,5,5
295,200321,5,5,5,5
299,200321,5,5,5,5
311,200321,5,5,5,5
321,200321,5,5,5,5
322,200321,5,5,5,5
333,200321,5,5,5,5
342,200321,5,5,5,5
344,200321,5,5,5,5
358,200321,5,5,5,5
366,200321,5,5,5,5
374,200321,,,5,5
413,200321,,,5,5
431,200321,5,5,5,5
435,200321,5,5,5,5
470,200321,5,5,5,5
479,200321,5,5,5,5
504,200321,5,5,5,5
513,200321,5,5,5,5
523,200321,5,5,5,5
576,200321,5,5,5,5
608,200321,5,5,5,5
610,200321,,,5,5
620,200321,5,5,5,5
629,200321,5,5,5,5
653,200321,5,5,5,5
668,200321,5,5,5,5
676,200321,5,5,5,5
679,200321,5,5,5,5
680,200321,5,5,5,5
691,200321,5,5,5,5
706,200321,5,5,5,5
717,200321,5,5,5,5
718,200321,5,5,6,6
719,200321,5,5,5,5
720,200321,5,5,5,5
744,200321,5,5,5,5
745,200321,5,5,5,5
753,200321,5,5,5,5
766,200321,5,5,5,5
770,200321,5,5,5,5
772,200321,5,5,5,5
797,200321,5,5,5,5
803,200321,5,5,5,5
818,200321,,,5,5
831,200321,5,5,5,5
832,200321,5,5,5,5
878,200321,5,5,5,5
879,200321,5,5,5,5
880,200321,5,5,5,5
895,200321,5,5,5,5
954,200321,5,5,5,5
977,200321,5,5,5,5
979,200321,5,5,5,5
980,200321,5,5,5,5
995,200321,5,5,5,5
999,200321,5,5,5,5
1002,200321,5,5,5,5
1004,200321,5,5,5,5
1005,200321,,,5,5
1023,200321,5,5,5,5
1026,200321,5,5,5,5
1027,200321,5,5,5,5
1045,200321,6,6,8,9
1047,200321,5,5,5,5
1048,200321,5,5,5,5
1050,200321,5,5,5,5
1064,200321,5,5,5,5
1067,200321,14,14,18,18
1069,200321,5,5,5,5
1072,200321,13,13,13,13
1074,200321,5,5,5,5
1088,200321,5,5,5,5
1090,200321,9,9,10,10
1091,200321,5,5,6,6
1094,200321,5,5,5,5
1112,200321,6,6,8,8
1114,200321,5,5,5,5
1115,200321,5,5,5,5
1117,200321,5,5,5,5
1134,200321,5,5,5,5
1135,200321,5,5,6,6
1138,200321,5,5,5,5
1155,200321,8,8,8,8
1156,200321,5,5,5,5
1157,200321,10,10,13,13
1158,200321,5,5,5,5
1175,200321,,,5,5
1176,200321,5,5,5,5
1177,200321,11,16,11,16
1178,200321,17,18,18,19
1179,200321,6,6,6,6
1180,200321,5,5,5,5
1194,200321,5,5,5,5
1195,200321,5,5,5,5
1196,200321,5,5,5,5
1197,200321,10,12,12,14
1198,200321,43,43,44,44
1199,200321,6,6,6,6
1213,200321,5,5,5,5
1214,200321,5,5,5,5
1215,200321,16,16,18,18
1216,200321,50,50,55,55
1217,200321,11,11,11,11
1218,200321,5,5,5,5
1220,200321,5,5,5,5
1222,200321,5,5,5,5
1228,200321,5,5,5,5
1229,200321,12,16,13,17
1230,200321,57,57,57,57
1231,200321,53,53,56,57
1232,200321,5,5,6,6
1233,200321,5,5,5,5
1234,200321,5,5,5,5
1242,200321,8,13,8,13
1243,200321,16,18,17,19
1244,200321,161,162,164,165
1245,200321,19,19,20,20
1246,200321,5,5,5,5
1256,200321,8,10,8,10
1257,200321,69,69,73,73
1258,200321,25,25,28,28
1259,200321,5,5,5,5
1270,200321,5,5,5,5
1271,200321,53,54,55,56
1272,200321,16,16,16,16
1273,200321,5,5,5,5
1274,200321,5,5,5,5
1282,200321,59,60,65,66
1283,200321,37,37,40,40
1284,200321,10,10,10,10
1285,200321,5,5,5,5
1294,200321,114,114,118,118
1295,200321,20,20,24,24
1296,200321,5,5,5,5
1297,200321,5,5,5,5
1305,200321,7,7,7,7
1306,200321,15,15,18,18
1307,200321,8,8,9,9
1308,200321,5,5,5,5
1318,200321,9,9,9,9
1319,200321,5,5,5,5
1328,200321,5,5,5,5
1329,200321,5,5,5,5
1349,200321,5,5,5,5
1351,200321,5,5,5,5
1355,200321,5,5,5,5
1359,200321,5,5,5,5
1363,200321,5,5,5,5
1364,200321,5,5,5,5
1675,200321,5,5,5,5
1719,200321,5,5,5,5
1964,200321,5,5,5,5
55,200321,,5,,5
66,200321,,5,,5
68,200321,,5,,5
84,200321,,5,,5
617,200321,,5,,5
644,200321,,,,5
855,200321,,5,,5
947,200321,,5,,5
1317,200321,,5,,5
1365,200321,,5,,5
32,200322,5,5,5,5
37,200322,5,5,5,5
45,200322,5,5,5,5
48,200322,5,5,5,5
51,200322,5,5,5,5
56,200322,5,5,5,5
58,200322,5,5,5,5
72,200322,5,5,5,5
79,200322,5,5,5,5
82,200322,5,5,5,5
90,200322,5,5,5,5
109,200322,5,5,5,5
110,200322,5,5,5,5
